,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
2917,Atibir Industrie...,3.4,(144 Reviews),Private,"Giridih,Jharkhand + 8 more",22 years old,501-1k Employees (India)
2918,Bhavani Industri...,3.7,(144 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",35 years old,201-500 Employees (Global)
2919,Entrata India,4.1,(144 Reviews),Private,"Provo,Utah",15 years old,501-1k Employees (India)
2920,Atul Auto,3.4,(144 Reviews),Public,"Rajkot,Gujrat + 23 more",40 years old,1k-5k Employees (India)
2921,RA Chem Pharma,4.0,(144 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",26 years old,201-500 Employees (India)
2922,EC-Council,4.7,(144 Reviews),Private,Petaling Jaya + 7 more,11-50 Employees (Global),
2923,Core Integra Con...,3.7,(144 Reviews),Private,"Mumbai,Maharashtra + 36 more",11 years old,1k-5k Employees (India)
2924,Peter England,4.3,(144 Reviews),Private,Londonderry + 60 more,133 years old,501-1k Employees (Global)
2925,Prabhat Dairy,4.1,(144 Reviews),Public,Rahata + 18 more,24 years old,501-1k Employees (Global)
2926,Woodland,4.1,(144 Reviews),Private,Quebec + 44 more,30 years old,5k-10k Employees (Global)
2927,Rainbow Children...,4.3,(144 Reviews),Private,Hyderabad + 8 more,23 years old,1k-5k Employees (Global)
2928,Shyam Sel & Powe...,4.2,(144 Reviews),"Kolkata,West Bengal + 13 more",31 years old,501-1k Employees (India),
2929,Sunwoda,4.3,(144 Reviews),Private,"Greater Noida,Uttar Pradesh + 3 more",25 years old,201-500 Employees (India)
2930,Kiswok Industrie...,3.3,(144 Reviews),Private,"Kolkata,West Bengal + 2 more",65 years old,51-200 Employees (India)
2931,The Supreme Ind ...,4.3,(144 Reviews),Mumbai + 26 more,80 years old,1k-5k Employees (Global),
2932,Foray Software,4.0,(144 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",11 years old,201-500 Employees (India)
2933,Peregrine Guardi...,3.9,(144 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",27 years old,501-1k Employees (India)
2934,Buzzworks Busine...,4.0,(143 Reviews),Private,"Chennai,Tamil Nadu + 26 more",23 years old,501-1k Employees (India)
2935,Cavisson Systems,3.4,(143 Reviews),Private,"Santa Clara,California",11 years old,501-1k Employees (India)
2936,MidasCare Pharma...,3.6,(143 Reviews),Private,"Mumbai,Maharashtra + 25 more",36 years old,201-500 Employees (India)
2937,Voylla,3.7,(143 Reviews),Private,"Jaipur,Rajasthan + 39 more",10 years old,201-500 Employees (India)
2938,TÜV Rheinland,3.8,(143 Reviews),Private,Cologne + 32 more,150 years old,501-1k Employees (India)
2939,Jeeves Consumer ...,3.8,(143 Reviews),Private,"Bangalore,Karnataka + 30 more",15 years old,5k-10k Employees (India)
2940,ABI SHOWA TECH,4.0,(143 Reviews),"Chennai,Tamil Nadu + 6 more",31 years old,1k-5k Employees (India),
2941,Lloyd Electric &...,4.1,(143 Reviews),Public,"Delhi/NCR,Delhi + 34 more",33 years old,11-50 Employees (India)
2942,Landis+Gyr,3.7,(143 Reviews),Public,"Zug,Zug + 6 more",126 years old,501-1k Employees (India)
2943,Sonata Finance,4.2,(143 Reviews),"Allahabad/Prayagraj,Uttar Pradesh + 38 more",27 years old,51-200 Employees (India),
2944,Microsense,3.5,(143 Reviews),"Collegeville,Pennsylvania + 24 more",40 years old,201-500 Employees (India),
2945,Bose,4.4,(143 Reviews),Private,"Framingham,Massachusetts + 22 more",58 years old,501-1k Employees (India)
2946,e-Procurement Te...,2.9,(143 Reviews),Private,"Ahmedabad,Gujarat + 14 more",16 years old,501-1k Employees (India)
2947,Premium Transmis...,3.6,(143 Reviews),Private,"Pune,Maharashtra + 12 more",61 years old,501-1k Employees (India)
2948,Invensis Technol...,3.9,(143 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",22 years old,201-500 Employees (India)
2949,BridgeLabz Solut...,4.2,(143 Reviews),"Mumbai,Maharashtra + 7 more",6 years old,1k-5k Employees (India),
2950,Pepe Jeans,4.4,(143 Reviews),Private,Municipility Of Sant Feliu De Llobregat + 33 more,49 years old,51-200 Employees (India)
2951,C-quel Managemen...,4.5,(143 Reviews),Kolkata + 11 more,22 years old,11-50 Employees (India),
2952,Sekisui Dljm Mol...,3.9,(143 Reviews),JV,"Gurgaon/Gurugram,Haryana + 11 more",11 years old,51-200 Employees (India)
2953,Fossil Group,4.1,(143 Reviews),Private,"Richardson,Texas + 19 more",38 years old,501-1k Employees (India)
2954,Bengal Beverages,2.9,(143 Reviews),Private,Dankuni + 4 more,27 years old,501-1k Employees (India)
2955,The New India As...,4.4,(143 Reviews),Public,"Mumbai,Maharashtra + 49 more",103 years old,10k-50k Employees (India)
2956,Wishfin,3.8,(143 Reviews),"Noida,Uttar Pradesh + 5 more",14 years old,201-500 Employees (India),
2957,Feedback Energy ...,3.8,(143 Reviews),Private,"Gurgaon/Gurugram,Haryana + 21 more",10 years old,201-500 Employees (India)
2958,Yara Fertilisers,3.9,(143 Reviews),Oslo + 27 more,117 years old,501-1k Employees (India),
2959,Novac Technology...,3.9,(143 Reviews),Private,"Chennai,Tamil Nadu + 9 more",3 years old,1k-5k Employees (India)
2960,Air Liquide,4.2,(165 Reviews),Paris + 17 more,120 years old,201-500 Employees (India),
2961,Mitra SK,4.0,(142 Reviews),Private,"Kolkata,West Bengal + 19 more",84 years old,501-1k Employees (India)
2962,ZIM Laboratories,3.7,(142 Reviews),Public,"Nagpur,Maharashtra + 5 more",38 years old,201-500 Employees (India)
2963,Kalyani Forge,3.5,(142 Reviews),Public,"Pune,Maharashtra + 1 more",43 years old,501-1k Employees (India)
2964,Reliance Petrole...,4.0,(142 Reviews),Public,Ahemdabad + 26 more,14 years old,201-500 Employees (India)
2965,ASUS,4.2,(142 Reviews),Private,"Beitou District,Taipei + 37 more",33 years old,501-1k Employees (India)
2966,Alcon,4.2,(142 Reviews),"Fort Worth,Texas + 25 more",77 years old,1k-5k Employees (India),
2967,Zf Wind Power,4.3,(142 Reviews),"Lommel,Belgium + 3 more",99 years old,1k-5k Employees (India),
2968,Caratlane Tradin...,3.9,(142 Reviews),Private,"Chennai,Tamil Nadu + 15 more",14 years old,501-1k Employees (India)
2969,Asian Institute ...,4.1,(142 Reviews),Private,"Faridabad,Haryana + 12 more",12 years old,1k-5k Employees (India)
2970,Mitra SK,4.0,(142 Reviews),Private,"Kolkata,West Bengal + 19 more",84 years old,501-1k Employees (India)
2971,ZIM Laboratories,3.7,(142 Reviews),Public,"Nagpur,Maharashtra + 5 more",38 years old,201-500 Employees (India)
2972,Cameo Corporate ...,3.3,(142 Reviews),Private,"Chennai,Tamil Nadu + 12 more",37 years old,1k-5k Employees (India)
2973,Adama,4.3,(142 Reviews),Private,Tel Aviv + 38 more,13 years old,201-500 Employees (India)
2974,La-Gajjar Machin...,3.8,(142 Reviews),Private,"Ahmedabad,Gujarat + 20 more",87 years old,51-200 Employees (India)
2975,Zf Wind Power,4.3,(142 Reviews),"Lommel,Belgium + 3 more",99 years old,1k-5k Employees (India),
2976,Securens System,3.8,(142 Reviews),Private,"Mumbai,Maharashtra + 26 more",10 years old,201-500 Employees (India)
2977,Daelim Industria...,4.3,(142 Reviews),Private,Seoul + 12 more,83 years old,51-200 Employees (India)
2978,Caratlane Tradin...,3.9,(142 Reviews),Private,"Chennai,Tamil Nadu + 15 more",14 years old,501-1k Employees (India)
2979,Carzonrent,3.6,(142 Reviews),Private,"Delhi,NCT + 14 more",22 years old,51-200 Employees (India)
2980,Danske IT,3.5,(142 Reviews),"Bangalore/Bengaluru,Karnataka",10 years old,1k-5k Employees (India),
2981,SVC Co-Operative...,3.9,(142 Reviews),Private,"Mumbai,Maharashtra + 23 more",116 years old,501-1k Employees (India)
2982,Ibis,4.3,(142 Reviews),Private,Gurgaon/Gurugram + 21 more,10k-50k Employees (Global),
2983,Kalyani Forge,3.5,(142 Reviews),Public,"Pune,Maharashtra + 1 more",43 years old,501-1k Employees (India)
2984,UDAAN CARGO & LO...,4.4,(142 Reviews),Private,New Delhi + 57 more,7 years old,51-200 Employees (Global)
2985,Celebi Delhi Car...,4.0,(142 Reviews),Istanbul + 3 more,64 years old,5k-10k Employees (India),
2986,Creative Hands H...,3.3,(142 Reviews),Private,Chennai + 29 more,10 years old,51-200 Employees (Global)
2987,Thought Focus,3.8,(142 Reviews),"Milwaukee,Wisconsin + 4 more",18 years old,501-1k Employees (India),
2988,Hygienic Researc...,4.3,(142 Reviews),Private,"Mumbai,Maharashtra + 25 more",65 years old,201-500 Employees (India)
2989,Prolifics Corpor...,3.6,(142 Reviews),Private,"Orlando,Florida + 4 more",44 years old,501-1k Employees (India)
2990,Meghmani Organic...,4.0,(215 Reviews),Public,"Ahmedabad,Gujarat + 8 more",36 years old,501-1k Employees (India)
2991,Regalix,3.2,(141 Reviews),Private,"Palo Alto,California + 2 more",17 years old,1k-5k Employees (India)
2992,National Insuran...,4.2,(141 Reviews),Private,"Kolkata,West Bengal + 51 more",116 years old,50k-1 Lakh Employees (India)
2993,Neon Laboratorie...,3.6,(141 Reviews),Private,"Sao Paulo,Sao Paulo + 21 more",38 years old,1k-5k Employees (India)
2994,Reliance Cement ...,4.3,(141 Reviews),Private,Kathmandu + 20 more,18 years old,501-1k Employees (Global)
2995,Cenveo Publisher...,3.4,(141 Reviews),Private,"Richmond,Verginia + 5 more",19 years old,5k-10k Employees (Global)
2996,Liberty Shoes,3.9,(141 Reviews),Public,"Gurgaon/Gurugram,Haryana + 31 more",68 years old,1k-5k Employees (Global)
2997,H&R Block,4.3,(141 Reviews),Private,"Kansas City,Missouri + 5 more",67 years old,501-1k Employees (India)
2998,Shopclues,4.3,(141 Reviews),Private,"Gurgaon,Haryana + 6 more",11 years old,1k-5k Employees (Global)
2999,Himalaya Herbal ...,4.1,(141 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 37 more",92 years old,1k-5k Employees (India)
3000,Axles India,3.8,(141 Reviews),Private,"Chennai,Tamil Nadu + 11 more",41 years old,1k-5k Employees (India)
3001,Reliance Cement ...,4.3,(141 Reviews),Private,Kathmandu + 20 more,18 years old,501-1k Employees (Global)
3002,Shopclues,4.3,(141 Reviews),Private,"Gurgaon,Haryana + 6 more",11 years old,1k-5k Employees (Global)
3003,Dee Piping Syste...,4.4,(141 Reviews),"Palwal,Haryana + 4 more",39 years old,1k-5k Employees (India),
3004,APL Apollo Tubes...,3.8,(141 Reviews),Public,"Delhi/NCR,New Delhi + 20 more",36 years old,1k-5k Employees (India)
3005,Concord Biotech,3.7,(141 Reviews),Public,"Ahmedabad,Gujarat + 4 more",22 years old,501-1k Employees (India)
3006,Radheya Machinin...,3.3,(141 Reviews),Pune + 10 more,22 years old,51-200 Employees (India),
3007,Spm Autocomp,3.3,(141 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",27 years old,51-200 Employees (India)
3008,L&T–MHI Power Bo...,4.1,(141 Reviews),Private,"Faridabad,Haryana + 10 more",16 years old,201-500 Employees (India)
3009,Dixit Infotech S...,3.9,(141 Reviews),Private,"Mumbai,Maharashtra + 18 more",43 years old,501-1k Employees (India)
3010,RV Solutions,4.0,(141 Reviews),Private,"Noida,Uttar Pradesh + 21 more",14 years old,201-500 Employees (India)
3011,ManipalCigna Hea...,3.8,(141 Reviews),"Mumbai,Maharashtra + 46 more",10 years old,1k-5k Employees (India),
3012,Sahajanand Laser...,3.5,(141 Reviews),Public,"Gandhinagar,Gujarat + 16 more",33 years old,501-1k Employees (India)
3013,Presto Infosolut...,3.8,(141 Reviews),Private,"Delhi/NCR,Delhi + 33 more",22 years old,501-1k Employees (India)
3014,Trackon Courier,4.0,(141 Reviews),"Delhi/NCR,Delhi + 38 more",20 years old,51-200 Employees (India),
3015,Luxoft,4.5,(141 Reviews),LLP,Zug + 10 more,22 years old,501-1k Employees (India)
3016,Government of Ma...,4.2,(703 Reviews),Mumbai + 36 more,1k-5k Employees (Global),,
3017,Alcatel-Lucent,4.3,(140 Reviews),Public,Boulogne Billancourt Cedex + 17 more,30 years old,201-500 Employees (India)
3018,CSIR,4.4,(140 Reviews),Public,"Delhi/NCR,New Delhi + 25 more",77 years old,5k-10k Employees (Global)
3019,Tata Housing Dev...,4.0,(140 Reviews),Public,"Mumbai,Maharashtra + 15 more",38 years old,1k-5k Employees (India)
3020,Case New-Holland...,4.1,(140 Reviews),Private,London + 26 more,180 years old,51-200 Employees (India)
3021,British Biologic...,3.3,(140 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 29 more",34 years old,501-1k Employees (India)
3022,Manhattan Associ...,4.0,(140 Reviews),Private,"Atlanta,Georgia + 1 more",20 years old,1k-5k Employees (India)
3023,BMA Wealth Creat...,3.4,(140 Reviews),Private,"Kolkata,West Bengal + 30 more",17 years old,5k-10k Employees (Global)
3024,VST Industries,4.4,(140 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 41 more",92 years old,501-1k Employees (India)
3025,Lanxess,4.3,(140 Reviews),Private,Cologne + 12 more,18 years old,201-500 Employees (India)
3026,Onida,3.8,(140 Reviews),Private,Mumbai + 43 more,41 years old,1k-5k Employees (Global)
3027,KWALITY DAIRY (I...,4.2,(140 Reviews),Public,"Delhi/NCR,Delhi + 15 more",30 years old,1k-5k Employees (India)
3028,Flyjac Logistics,4.0,(140 Reviews),Private,"Chennai,Tamil Nadu + 28 more",32 years old,501-1k Employees (India)
3029,Zee Laboratories,3.2,(140 Reviews),"Delhi/NCR,Delhi + 15 more",29 years old,201-500 Employees (India),
3030,Sheraton Hotels ...,4.4,(140 Reviews),Private,"Bethesda,Maryland + 15 more",27 years old,1 Lakh+ Employees (Global)
3031,Case New-Holland...,4.1,(140 Reviews),Private,London + 26 more,180 years old,51-200 Employees (India)
3032,Jindal Power,4.2,(140 Reviews),Public,New Delhi + 13 more,15 years old,5k-10k Employees (India)
3033,The Co-operative...,3.8,(140 Reviews),"Manchester,Greater Manchester + 64 more",150 years old,201-500 Employees (India),
3034,Incrementors Web...,4.5,(139 Reviews),Private,New Delhi,51-200 Employees (India),
3035,ETV Network,3.7,(139 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",27 years old,5k-10k Employees (Global)
3036,Harley-Davidson,4.3,(139 Reviews),Private,"Milwaukee,Wisconsin + 25 more",119 years old,51-200 Employees (India)
3037,Bony Polymers,4.0,(139 Reviews),Private,"Faridabad,Haryana + 9 more",41 years old,201-500 Employees (India)
3038,TRL Krosaki Refr...,3.8,(139 Reviews),"Jharsuguda,Odisha + 14 more",64 years old,1k-5k Employees (India),
3039,Franchise India ...,2.1,(139 Reviews),Private,"New Delhi,Delhi + 19 more",23 years old,201-500 Employees (India)
3040,Data-Core System...,3.6,(139 Reviews),Private,"Lauderdale,Florida + 6 more",34 years old,201-500 Employees (India)
3041,Themis Medicare,3.3,(139 Reviews),Public,"Mumbai,Maharashtra + 24 more",53 years old,201-500 Employees (India)
3042,Inventia Healthc...,3.9,(139 Reviews),Private,"Mumbai,Maharashtra + 5 more",37 years old,501-1k Employees (India)
3043,TIL,3.6,(139 Reviews),Public,Kolkata + 16 more,78 years old,501-1k Employees (Global)
3044,Clarivate Analyt...,4.1,(139 Reviews),"Philadelphia,Pennsylvania + 6 more",6 years old,1k-5k Employees (India),
3045,Cooper-Standard ...,3.8,(139 Reviews),Public,"Northville,Michigan + 11 more",62 years old,201-500 Employees (India)
3046,Jyoti Structures,4.1,(139 Reviews),Public,Mumbai + 26 more,48 years old,11-50 Employees (India)
3047,Casagrand,4.1,(139 Reviews),Private,"Chennai,Tamil Nadu + 7 more",18 years old,201-500 Employees (Global)
3048,Towell Engineeri...,4.3,(139 Reviews),Muscat + 6 more,21 years old,51-200 Employees (India),
3049,American Tower C...,3.8,(139 Reviews),Private,"Boston,MA + 26 more",27 years old,1k-5k Employees (Global)
3050,Vision India Ser...,4.0,(139 Reviews),Private,New Delhi + 39 more,14 years old,51-200 Employees (India)
3051,Kosamattam Finan...,3.3,(139 Reviews),Private,"Kottayam,Kerala + 38 more",35 years old,51-200 Employees (India)
3052,Elin Appliances,4.1,(139 Reviews),Private,"Ghaziabad,Uttar Pradesh + 9 more",53 years old,51-200 Employees (India)
3053,OnMobile Global,4.1,(139 Reviews),Private,Bangalore + 10 more,22 years old,1k-5k Employees (India)
3054,Radiant Cash Man...,3.8,(139 Reviews),Private,"Chennai,Tamil Nadu + 30 more",17 years old,11-50 Employees (India)
3055,Garware Technica...,4.0,(139 Reviews),Private,Pune + 17 more,46 years old,201-500 Employees (India)
3056,Theme Engineerin...,3.3,(139 Reviews),Private,"Jaipur,Rajasthan + 39 more",20 years old,501-1k Employees (India)
3057,Mahindra Lifespa...,4.0,(139 Reviews),Public,"Mumbai,Maharashtra + 16 more",28 years old,201-500 Employees (India)
3058,Spinny,4.2,(139 Reviews),Private,"Gurgaon,Haryana + 15 more",7 years old,1k-5k Employees (India)
3059,Lipi Data System...,4.0,(138 Reviews),Private,"Ahmedabad,Gujarat + 28 more",29 years old,501-1k Employees (India)
3060,VIT University,4.2,(138 Reviews),Private,"Vellore,Tamil Nadu + 5 more",38 years old,1k-5k Employees (India)
3061,Tega Industries,3.7,(138 Reviews),Public,"Kolkata,West Bengal + 13 more",46 years old,1k-5k Employees (India)
3062,Scope eKnowledge...,3.6,(138 Reviews),Private,"Chennai,Tamil Nadu + 2 more",35 years old,201-500 Employees (India)
3063,AIG Business Sol...,4.5,(138 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",9 years old,51-200 Employees (India)
3064,Wonderla Holiday...,4.3,(138 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 9 more",22 years old,501-1k Employees (India)
3065,ICICI Foundation...,4.0,(138 Reviews),"Mumbai,Maharashtra + 41 more",14 years old,501-1k Employees (Global),
3066,The Body Shop,4.5,(138 Reviews),Private,Croydon + 31 more,46 years old,501-1k Employees (India)
3067,Technofab Engine...,3.9,(138 Reviews),Public,"Delhi/NCR,Delhi + 14 more",51 years old,201-500 Employees (India)
3068,Ador Welding,3.8,(138 Reviews),Public,"Mumbai,Maharashtra + 19 more",71 years old,501-1k Employees (Global)
3069,KRBL,4.0,(138 Reviews),Public,"Noida,Uttar Pradesh + 15 more",133 years old,1k-5k Employees (Global)
3070,Silverskills,3.4,(138 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",21 years old,201-500 Employees (India)
3071,Edac Engineering,3.8,(138 Reviews),Private,"Chennai,Tamil Nadu + 12 more",35 years old,1k-5k Employees (India)
3072,Wings Biotech,3.6,(138 Reviews),Public,"Delhi/NCR,Delhi + 26 more",36 years old,1k-5k Employees (India)
3073,Mytrah Energy,3.8,(138 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",13 years old,201-500 Employees (India)
3074,Mobiloitte Techn...,2.6,(138 Reviews),Private,"Delhi/NCR,Delhi + 3 more",18 years old,501-1k Employees (India)
3075,Planetcast,4.0,(138 Reviews),Public,"Noida,Uttar Pradesh + 9 more",26 years old,501-1k Employees (India)
3076,B.L Agro Oils,3.8,(138 Reviews),Bareilly + 17 more,29 years old,1k-5k Employees (India),
3077,Sentiss Pharma,3.8,(138 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",32 years old,201-500 Employees (India)
3078,Steelman Telecom,3.6,(138 Reviews),Private,"Kolkata,West Bengal + 26 more",36 years old,501-1k Employees (Global)
3079,Belstar Investme...,3.9,(138 Reviews),"Chennai,Tamil Nadu + 56 more",34 years old,201-500 Employees (India),
3080,Vedanta Limited,3.7,(138 Reviews),Jharsuguda + 21 more,501-1k Employees (India),,
3081,Pfizer Healthcar...,4.3,(138 Reviews),Mumbai + 8 more,13 years old,1k-5k Employees (India),
3082,Kamineni Hospita...,3.9,(137 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",27 years old,1k-5k Employees (India)
3083,Oriflame,4.3,(137 Reviews),Private,"Stockholm,Schaffhausen + 19 more",55 years old,1k-5k Employees (India)
