,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
4432,Kaveri Seed Comp...,4.0,(96 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 26 more",46 years old,1k-5k Employees (India)
4433,Parsvnath Develo...,3.1,(96 Reviews),Public,"Delhi/NCR,Delhi + 13 more",32 years old,1k-5k Employees (India)
4434,MindCraft Softwa...,3.6,(96 Reviews),Private,"Mumbai,Maharashtra + 3 more",20 years old,501-1k Employees (India)
4435,Writer Informati...,3.6,(96 Reviews),Private,Mumbai + 16 more,35 years old,5k-10k Employees (Global)
4436,Equate Petroche...,4.5,(96 Reviews),Ahmadi + 6 more,27 years old,1k-5k Employees (Global),
4437,Sand Martin Cons...,3.1,(96 Reviews),New Delhi + 4 more,38 years old,201-500 Employees (India),
4438,CyberSWIFT Infot...,4.0,(96 Reviews),Private,"Worthington,Ohio + 3 more",25 years old,51-200 Employees (India)
4439,Dr D Y Patil Med...,4.2,(96 Reviews),Private,Pune + 5 more,26 years old,501-1k Employees (Global)
4440,Ichhapurti.com,3.0,(96 Reviews),Gurgaon/Gurugram + 14 more,,,
4441,Wicked Ride Adve...,3.9,(153 Reviews),Private,"Bangalore,Karnataka + 5 more",8 years old,51-200 Employees (India)
4442,CTR Manufacturin...,3.4,(95 Reviews),Public,"Pune,Maharashtra + 8 more",58 years old,51-200 Employees (India)
4443,Polaris,4.0,(95 Reviews),Private,Faridabad + 11 more,11 years old,201-500 Employees (India)
4444,Excel Crop Care,4.3,(95 Reviews),Public,"Mumbai,Maharashtra + 14 more",58 years old,1k-5k Employees (Global)
4445,Swiss Re,4.0,(95 Reviews),Zurich + 1 more,159 years old,1k-5k Employees (India),
4446,ACE Group,4.2,(95 Reviews),Private,Noida + 23 more,12 years old,201-500 Employees (Global)
4447,ITW India,3.7,(95 Reviews),Private,"Glenview,IL + 13 more",110 years old,10k-50k Employees (Global)
4448,Bonanza Portfoli...,3.6,(95 Reviews),Private,"Mumbai,Maharashtra + 28 more",28 years old,1k-5k Employees (India)
4449,Comvision,4.9,(95 Reviews),Private,Gurgaon + 3 more,11-50 Employees (India),
4450,Dr. Ram Manohar ...,4.3,(95 Reviews),Private,New Delhi + 4 more,90 years old,201-500 Employees (India)
4451,Torque Pharmaceu...,4.1,(95 Reviews),Private,"Chandigarh,Chandigarh + 20 more",37 years old,51-200 Employees (India)
4452,Nyati Group,4.3,(95 Reviews),Private,"Pune,Maharashtra + 5 more",25 years old,51-200 Employees (India)
4453,Diamond Beverage...,3.7,(95 Reviews),Private,Kolkata + 3 more,27 years old,201-500 Employees (India)
4454,Solaris Chemtech,4.5,(95 Reviews),Private,Gurgaon + 9 more,52 years old,201-500 Employees (India)
4455,Appasamy Associa...,3.6,(95 Reviews),Private,"Chennai,Tamil Nadu + 15 more",44 years old,51-200 Employees (India)
4456,Sterling Biotech,4.0,(95 Reviews),Public,"Mumbai,Maharashtra",37 years old,501-1k Employees (India)
4457,Diffusion Engine...,3.9,(95 Reviews),Private,"Nagpur,Maharashtra + 16 more",39 years old,51-200 Employees (India)
4458,A-1 Fence Produc...,4.0,(95 Reviews),Private,Mumbai + 10 more,24 years old,51-200 Employees (India)
4459,G7 CR Technologi...,3.1,(95 Reviews),Private,Bangalore + 1 more,10 years old,51-200 Employees (India)
4460,Abhijeet Group,4.0,(95 Reviews),Private,Nagpur + 17 more,34 years old,5k-10k Employees (Global)
4461,Biotique,3.4,(95 Reviews),Private,"Noida,Uttar Pradesh + 18 more",22 years old,51-200 Employees (India)
4462,Tecumseh Product...,3.4,(95 Reviews),Private,"Ann Arbor,Michigan + 6 more",88 years old,201-500 Employees (India)
4463,Ahresty India,3.7,(95 Reviews),Private,"Rewari,Haryana + 5 more",15 years old,51-200 Employees (India)
4464,Barbrik Project,4.1,(95 Reviews),Surajpur + 14 more,14 years old,501-1k Employees (India),
4465,Gruh Finance,4.4,(95 Reviews),Public,"Ahmedabad,Gujarat + 45 more",34 years old,501-1k Employees (India)
4466,Madras Engineeri...,4.0,(95 Reviews),Chennai + 6 more,56 years old,11-50 Employees (India),
4467,Epitome Componen...,3.2,(95 Reviews),"Ahmednagar,Maharashtra + 4 more",28 years old,51-200 Employees (India),
4468,Rithwik Projects,3.7,(95 Reviews),Hyderabad + 15 more,23 years old,1k-5k Employees (India),
4469,Rotostat Service...,4.2,(95 Reviews),"Mumbai,Maharashtra + 12 more",13 years old,51-200 Employees (India),
4470,More Mega Store,4.0,(95 Reviews),"Mumbai,Maharashtra + 20 more",15 years old,10k-50k Employees (Global),
4471,IFB Agro Industr...,4.1,(95 Reviews),Public,Kolkata + 15 more,40 years old,1k-5k Employees (India)
4472,Laxmi-Agni Compo...,3.7,(95 Reviews),Aurangabad,23 years old,201-500 Employees (India),
4473,ETA ASCON Group,4.3,(95 Reviews),Private,Dubai + 12 more,49 years old,50k-1 Lakh Employees (Global)
4474,Chaitanya India ...,4.3,(95 Reviews),Private,"Bangalore,Karnataka + 41 more",13 years old,1k-5k Employees (India)
4475,Rave Technologie...,3.7,(95 Reviews),Private,"Mumbai,Maharashtra + 3 more",35 years old,501-1k Employees (India)
4476,BMW Industries,4.2,(95 Reviews),Public,Kolkata + 10 more,52 years old,501-1k Employees (India)
4477,Universal Corpor...,3.6,(95 Reviews),Private,"Kikuyu,Nairobi + 22 more",23 years old,11-50 Employees (India)
4478,Novozymes South ...,4.1,(95 Reviews),Private,Bagsværd + 6 more,22 years old,201-500 Employees (India)
4479,E-meditek Tpa Se...,3.7,(95 Reviews),Private,Gurgaon + 17 more,22 years old,501-1k Employees (Global)
4480,HDFC Home Loan,4.0,(95 Reviews),Public,Mumbai + 46 more,45 years old,1k-5k Employees (India)
4481,Platinum Waltech,2.9,(95 Reviews),Private,New Delhi + 26 more,25 years old,51-200 Employees (India)
4482,Amity Internatio...,4.6,(95 Reviews),Noida + 10 more,28 years old,5k-10k Employees (India),
4483,Winds E World,4.4,(95 Reviews),Public,Kolkata + 13 more,4 years old,51-200 Employees (India)
4484,Quale Infotech,4.8,(95 Reviews),Private,"New Delhi,Delhi + 8 more",5 years old,51-200 Employees (India)
4485,Mindfire Solutio...,4.5,(95 Reviews),Private,"Bhubaneswar,Odisha + 2 more",23 years old,501-1k Employees (India)
4486,AgreeYa Solution...,3.1,(95 Reviews),Private,"Folsom,California + 7 more",23 years old,51-200 Employees (India)
4487,Met Technologies,2.6,(94 Reviews),Private,"Kolkata,West Bengal + 1 more",12 years old,501-1k Employees (Global)
4488,Alpha Design Tec...,4.0,(94 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",19 years old,201-500 Employees (India)
4489,Sathavahana Ispa...,3.5,(94 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",33 years old,501-1k Employees (India)
4490,SA Infrastructur...,4.1,(94 Reviews),Private,"Noida,Uttar Pradesh + 26 more",17 years old,501-1k Employees (Global)
4491,Shipping Corpora...,3.9,(94 Reviews),Private,Mumbai + 5 more,61 years old,1k-5k Employees (India)
4492,Sapient Global M...,3.5,(94 Reviews),Private,Boston + 8 more,32 years old,1k-5k Employees (Global)
4493,ICFAI Business S...,4.3,(94 Reviews),Private,Hyderabad + 25 more,27 years old,1k-5k Employees (Global)
4494,DCW,4.1,(94 Reviews),Public,"Mumbai,Maharashtra + 8 more",97 years old,1k-5k Employees (India)
4495,Toyota Financial...,3.5,(94 Reviews),Public,Chandler + 18 more,39 years old,201-500 Employees (India)
4496,Rajdeep Buildcon,4.1,(94 Reviews),Private,Pune + 14 more,30 years old,1k-5k Employees (India)
4497,Videojet Technol...,4.2,(94 Reviews),Private,"Wood Dale,Illinois + 19 more",27 years old,201-500 Employees (India)
4498,Sakal Media Grou...,3.5,(94 Reviews),Private,"Pune,Maharashtra + 18 more",90 years old,1k-5k Employees (India)
4499,Alpha Design Tec...,4.0,(94 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",19 years old,201-500 Employees (India)
4500,Seco Tools,4.3,(94 Reviews),Private,Fagersta + 1 more,88 years old,201-500 Employees (India)
4501,City Montessori ...,3.9,(94 Reviews),"Lucknow,Uttar Pradesh + 9 more",63 years old,1k-5k Employees (India),
4502,Enaltec Labs,4.0,(94 Reviews),"Navi Mumbai,Maharashtra + 5 more",16 years old,51-200 Employees (India),
4503,Sadhu Forging,4.1,(94 Reviews),Private,"Faridabad,Haryana + 5 more",46 years old,201-500 Employees (India)
4504,Pebs Pennar,3.4,(94 Reviews),Private,"Hyderabad,Telangana + 9 more",14 years old,501-1k Employees (India)
4505,Shaze Luxury Ret...,3.2,(94 Reviews),"Mumbai,Maharashtra + 9 more",12 years old,51-200 Employees (India),
4506,Radiant Export,4.3,(94 Reviews),"Noida,Uttar Pradesh + 1 more",31 years old,51-200 Employees (India),
4507,Tata Steel Long ...,3.9,(94 Reviews),Public,Keonjhar + 7 more,40 years old,501-1k Employees (India)
4508,Intelliswift Sof...,3.3,(94 Reviews),Private,"Newark,New Jersey + 4 more",21 years old,51-200 Employees (India)
4509,Xpo Logistics,3.7,(94 Reviews),"Greenwich,Connecticut + 13 more",11 years old,51-200 Employees (India),
4510,Panda Retail Com...,4.5,(94 Reviews),Private,Jeddah + 7 more,44 years old,1-10 Employees (India)
4511,Outworx Solution...,3.9,(94 Reviews),Private,"San Jose,California + 10 more",19 years old,201-500 Employees (India)
4512,InfoService,3.4,(94 Reviews),Private,"Chennai,Tamil Nadu + 17 more",18 years old,501-1k Employees (Global)
4513,Netmeds.com,3.9,(94 Reviews),"Chennai,Tamil Nadu + 11 more",7 years old,501-1k Employees (India),
4514,MJ Biopharm,3.9,(94 Reviews),"Mumbai,Maharashtra + 7 more",35 years old,201-500 Employees (Global),
4515,Schneider Electr...,4.4,(94 Reviews),Bengaluru/Bangalore + 14 more,,,
4516,RelianceSMART.in,4.1,(94 Reviews),Public,Mumbai + 43 more,16 years old,1 Lakh+ Employees (Global)
4517,Hyundai Engineer...,4.1,(94 Reviews),Private,Seoul + 16 more,48 years old,51-200 Employees (India)
4518,Gandour India Fo...,3.8,(94 Reviews),"Hyderabad/Secunderabad,Telangana + 26 more",23 years old,51-200 Employees (India),
4519,Splash Fashions,4.1,(94 Reviews),Dubai + 21 more,29 years old,201-500 Employees (Global),
4520,Institute of Che...,4.1,(94 Reviews),Private,Mumbai + 20 more,89 years old,501-1k Employees (Global)
4521,Adani Capital,4.2,(94 Reviews),Private,Mumbai + 34 more,5 years old,201-500 Employees (India)
4522,Db Power,4.1,(94 Reviews),"Mumbai,Maharashtra + 5 more",12 years old,501-1k Employees (India),
4523,Ck Birla Hospita...,3.9,(94 Reviews),Private,Kolkata + 2 more,53 years old,201-500 Employees (Global)
4524,GM Modular,4.1,(94 Reviews),Private,"Mumbai,Maharashtra + 21 more",22 years old,501-1k Employees (India)
4525,Videojet Technol...,4.2,(94 Reviews),Private,"Wood Dale,Illinois + 19 more",27 years old,201-500 Employees (India)
4526,MahaOnline,4.5,(93 Reviews),Public,"Mumbai,Maharashtra + 19 more",12 years old,501-1k Employees (Global)
4527,HMSHost,4.0,(93 Reviews),Private,"Bethesda,Maryland + 8 more",125 years old,201-500 Employees (India)
4528,MKCL,4.1,(93 Reviews),Private,Pune + 21 more,21 years old,201-500 Employees (India)
4529,NSL Sugars,3.9,(93 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",23 years old,201-500 Employees (India)
4530,CDM Smith,4.4,(93 Reviews),Private,Boston + 21 more,75 years old,501-1k Employees (India)
4531,WaterHealth Inte...,3.5,(93 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",17 years old,51-200 Employees (India)
4532,Sika,3.8,(93 Reviews),Public,"Baar,Zug + 23 more",112 years old,10k-50k Employees (Global)
4533,Royal Research,2.6,(93 Reviews),Private,Kolkata + 2 more,9 years old,201-500 Employees (Global)
4534,TCL,4.2,(93 Reviews),Private,Huizhou + 18 more,41 years old,51-200 Employees (India)
4535,ACS,3.2,(93 Reviews),Private,"Duluth,Georgia + 23 more",24 years old,1 Lakh+ Employees (Global)
4536,HMSHost,4.0,(93 Reviews),Private,"Bethesda,Maryland + 8 more",125 years old,201-500 Employees (India)
4537,Skypro Technolog...,3.7,(93 Reviews),"Bangalore/Bengaluru,Karnataka + 18 more",11 years old,51-200 Employees (India),
4538,Epson,4.4,(93 Reviews),Suwa + 33 more,80 years old,501-1k Employees (India),
4539,RAK BANK,4.1,(93 Reviews),"Ras Al Khaimah,Ras Al Khaimah + 5 more",46 years old,1k-5k Employees (Global),
4540,Beri Udyog,3.9,(93 Reviews),"Karnal,Haryana + 9 more",44 years old,201-500 Employees (India),
4541,Texspin Bearings,4.4,(93 Reviews),Private,"Ahmedabad,Gujarat + 8 more",61 years old,201-500 Employees (India)
4542,MahaOnline,4.5,(93 Reviews),Public,"Mumbai,Maharashtra + 19 more",12 years old,501-1k Employees (Global)
4543,United Telecoms,3.5,(93 Reviews),Private,Bengaluru + 13 more,39 years old,1k-5k Employees (India)
4544,Velan Info Servi...,4.4,(93 Reviews),Private,"Dover,Delaware + 1 more",15 years old,201-500 Employees (India)
4545,Maral Overseas,3.9,(93 Reviews),Public,"Delhi/NCR,Delhi + 7 more",31 years old,1k-5k Employees (India)
4546,Furnace Fabrica ...,3.9,(93 Reviews),Private,"Navi Mumbai,Maharashtra + 9 more",49 years old,201-500 Employees (India)
4547,Phenix Construct...,4.3,(93 Reviews),Private,"Ahmedabad,Gujarat + 9 more",15 years old,1k-5k Employees (India)
4548,RNF Technologies,3.8,(93 Reviews),Private,"Noida,Uttar Pradesh + 1 more",13 years old,201-500 Employees (India)
4549,Serdia Pharmaceu...,3.9,(93 Reviews),Private,"Mumbai,Maharashtra + 19 more",36 years old,501-1k Employees (India)
4550,ITCube Solutions,3.3,(93 Reviews),Private,"Pune,Maharashtra + 2 more",19 years old,201-500 Employees (India)
4551,Him Teknoforge,3.9,(93 Reviews),Public,"Chandigarh,Chandigarh + 6 more",41 years old,1k-5k Employees (India)
4552,Citrus Hotels,4.0,(93 Reviews),Private,Mumbai + 21 more,14 years old,51-200 Employees (India)
4553,Nava Bharath Fer...,4.2,(93 Reviews),"Hyderabad/Secunderabad,Telangana + 23 more",7 years old,51-200 Employees (India),
4554,Mold-Tek Technol...,2.7,(93 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",36 years old,201-500 Employees (India)
4555,Caplin Point Lab...,3.9,(93 Reviews),Public,"Chennai,Tamil Nadu + 5 more",32 years old,501-1k Employees (India)
4556,Barco Electronic...,4.4,(93 Reviews),Private,"Duluth,Georgia + 4 more",88 years old,501-1k Employees (India)
4557,Lumino Industrie...,3.9,(93 Reviews),"Kolkata,West Bengal + 10 more",33 years old,51-200 Employees (India),
4558,Venkateshwar Hos...,3.2,(93 Reviews),Private,"Delhi/NCR,Delhi + 2 more",17 years old,201-500 Employees (India)
4559,Grab A Grub Serv...,4.3,(93 Reviews),Private,Mumbai + 30 more,9 years old,51-200 Employees (India)
4560,Petronas Lubrica...,3.2,(93 Reviews),Kuala Lumpur + 20 more,14 years old,51-200 Employees (India),
4561,Kalyani Maxion W...,4.1,(93 Reviews),Königswinter,102 years old,10k-50k Employees (India),
4562,VIKRAN Engineeri...,4.2,(93 Reviews),Private,Thane + 19 more,14 years old,51-200 Employees (India)
4563,Century Pulp & P...,3.8,(93 Reviews),"Nainital,Uttarakhand + 8 more",38 years old,201-500 Employees (India),
4564,Dream India Scho...,3.7,(93 Reviews),Private,Hyderabad + 32 more,9 years old,11-50 Employees (India)
4565,Gallagher Servic...,3.9,(93 Reviews),Pune + 4 more,,,
4566,Marathon Electri...,3.8,(93 Reviews),"Las Vegas,Nevada + 9 more",109 years old,201-500 Employees (India),
4567,Casio India Comp...,3.5,(93 Reviews),Private,"Delhi/NCR,New Delhi + 16 more",26 years old,501-1k Employees (India)
4568,Parijat Industri...,4.3,(93 Reviews),Private,"Delhi/NCR,Delhi + 22 more",27 years old,201-500 Employees (India)
4569,Eaton Power Qual...,4.0,(93 Reviews),"New Delhi,Delhi + 10 more",111 years old,201-500 Employees (India),
4570,Sterling Oil Exp...,3.8,(93 Reviews),Private,Lagos + 4 more,17 years old,10k-50k Employees (Global)
4571,Tata Ficosa Auto...,4.0,(93 Reviews),Pune + 8 more,24 years old,201-500 Employees (India),
4572,Sendan Internati...,4.0,(93 Reviews),Private,Al Jubail + 5 more,28 years old,1k-5k Employees (Global)
4573,Safdarjung Hospi...,4.6,(93 Reviews),"Delhi/NCR,Delhi + 6 more",80 years old,501-1k Employees (India),
4574,Aster Medcity,4.3,(93 Reviews),Private,"Kochi/Cochin,Kerala + 2 more",7 years old,1k-5k Employees (Global)
4575,Reliance Naval a...,3.6,(93 Reviews),Private,"Mumbai,Maharashtra + 10 more",15 years old,5k-10k Employees (Global)
4576,SLMG Beverages,3.9,(93 Reviews),Lucknow + 14 more,201-500 Employees (India),,
4577,AIRBUS,3.6,(100 Reviews),Public,Leiden + 11 more,15 years old,1k-5k Employees (India)
4578,BPL Medical Tech...,4.0,(92 Reviews),Private,Bangalore + 15 more,55 years old,501-1k Employees (India)
4579,Agappe Diagnosti...,4.2,(92 Reviews),Private,"Ernakulam,Kerala + 18 more",24 years old,201-500 Employees (India)
4580,Entercoms,3.4,(92 Reviews),Private,"Irving,Texas",18 years old,201-500 Employees (India)
4581,Saxo Bank,3.4,(92 Reviews),Private,"Copenhagen,Capital Region",30 years old,1k-5k Employees (Global)
4582,Dimension India ...,3.8,(92 Reviews),Private,"Noida,Uttar Pradesh + 10 more",22 years old,201-500 Employees (India)
4583,Radix Electrosys...,3.1,(92 Reviews),"Navi Mumbai,Maharashtra + 9 more",42 years old,201-500 Employees (India),
4584,Knack Global,3.5,(92 Reviews),Woodbridge + 4 more,15 years old,501-1k Employees (India),
4585,Godawari Power &...,4.5,(92 Reviews),Public,"Raipur,Chhattisgarh + 4 more",23 years old,1k-5k Employees (India)
4586,Varroc Lighting ...,3.4,(92 Reviews),Private,Plymouth + 6 more,10 years old,501-1k Employees (India)
4587,CANTABIL RETAIL ...,3.6,(92 Reviews),Public,"Delhi/NCR,New Delhi + 26 more",22 years old,1k-5k Employees (India)
4588,Kriti Industries,4.0,(92 Reviews),Public,Indore + 15 more,39 years old,501-1k Employees (India)
4589,Dimension India ...,3.8,(92 Reviews),Private,"Noida,Uttar Pradesh + 10 more",22 years old,201-500 Employees (India)
4590,Heavy Engineerin...,4.0,(92 Reviews),Private,"Ranchi,Jharkhand + 5 more",64 years old,1k-5k Employees (India)
4591,Entercoms,3.4,(92 Reviews),Private,"Irving,Texas",18 years old,201-500 Employees (India)
4592,Godawari Power &...,4.5,(92 Reviews),Public,"Raipur,Chhattisgarh + 4 more",23 years old,1k-5k Employees (India)
4593,Sigma Supply Cha...,3.8,(92 Reviews),Private,Noida + 20 more,15 years old,501-1k Employees (Global)
4594,Celebi Ground Ha...,4.3,(92 Reviews),Private,Istanbul + 9 more,64 years old,51-200 Employees (India)
4595,National Highway...,4.0,(92 Reviews),"Delhi/NCR,Delhi + 45 more",34 years old,,
4596,Prestige Estates...,4.3,(92 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 5 more",36 years old,1k-5k Employees (India)
4597,Harita Techserv,3.5,(92 Reviews),"Chennai,Tamil Nadu + 7 more",26 years old,51-200 Employees (India),
4598,Toyota Kirloskar...,4.2,(92 Reviews),Bangalore + 4 more,20 years old,201-500 Employees (India),
4599,Kriti Industries,4.0,(92 Reviews),Public,Indore + 15 more,39 years old,501-1k Employees (India)
4600,Nipro India Corp...,3.8,(92 Reviews),"Satara,Maharashtra + 9 more",12 years old,1k-5k Employees (Global),
4601,Texport Industri...,4.2,(92 Reviews),Private,"Mumbai,Maharashtra + 5 more",44 years old,1k-5k Employees (India)
4602,Digital Nirvana ...,3.9,(92 Reviews),Private,"Fremont,California",26 years old,201-500 Employees (India)
4603,Sysinformation H...,3.5,(92 Reviews),Private,"Texas,Texas + 1 more",17 years old,51-200 Employees (India)
4604,Fulcrum Worldwid...,3.8,(92 Reviews),Private,Jersey City,23 years old,501-1k Employees (India)
4605,Varroc Lighting ...,3.4,(92 Reviews),Private,Plymouth + 6 more,10 years old,501-1k Employees (India)
4606,AIDA Cruises,4.7,(92 Reviews),Private,Rostock + 6 more,26 years old,201-500 Employees (India)
4607,Aditya Birla Ide...,3.8,(92 Reviews),Chennai + 29 more,201-500 Employees (Global),,
4608,Logicon Facility...,3.7,(92 Reviews),Pune + 5 more,16 years old,1k-5k Employees (Global),
4609,Grauer & Weil (i...,3.8,(92 Reviews),"Mumbai,Maharashtra + 14 more",65 years old,501-1k Employees (India),
4610,SMS Pharmaceutic...,3.3,(92 Reviews),Public,Hyderabad + 3 more,32 years old,501-1k Employees (India)
4611,Siddha Group,3.3,(92 Reviews),"Kolkata,West Bengal + 2 more",36 years old,501-1k Employees (India),
4612,JAY JAY MILLS,3.8,(92 Reviews),"Tirupur/Tiruppur,Tamil Nadu + 7 more",51 years old,51-200 Employees (India),
4613,CANTABIL RETAIL ...,3.6,(92 Reviews),Public,"Delhi/NCR,New Delhi + 26 more",22 years old,1k-5k Employees (India)
4614,TEXILA AMERICAN ...,4.6,(92 Reviews),Private,Guyana + 4 more,12 years old,11-50 Employees (India)
4615,Ashish Life Scie...,4.6,(92 Reviews),Private,"Mumbai,Maharashtra + 3 more",47 years old,51-200 Employees (India)
4616,Bonn group,3.8,(92 Reviews),"Ludhiana,Punjab + 10 more",37 years old,501-1k Employees (Global),
4617,NTT Global Netwo...,4.2,(92 Reviews),"Chiyoda City,Tokyo + 14 more",22 years old,11-50 Employees (India),
4618,Course5,3.5,(92 Reviews),"Bangalore/Bengaluru,Karnataka + 4 more",22 years old,501-1k Employees (India),
4619,NIKE,4.5,(92 Reviews),Public,"Beaverton,Oregon + 26 more",58 years old,501-1k Employees (India)
4620,doodleblue innov...,4.6,(91 Reviews),Private,"Chennai,Tamil Nadu",11 years old,201-500 Employees (India)
4621,SBI Capital Mark...,3.1,(91 Reviews),Public,"Mumbai,Maharashtra + 32 more",36 years old,201-500 Employees (India)
4622,UFO Moviez,4.0,(91 Reviews),Public,"Mumbai,Maharashtra + 20 more",17 years old,201-500 Employees (India)
4623,Bry-Air (Asia),3.9,(91 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",41 years old,1k-5k Employees (India)
4624,Maharishi Markan...,4.0,(91 Reviews),Ambala + 2 more,29 years old,501-1k Employees (India),
4625,Healthians,3.2,(91 Reviews),"Gurgaon,Haryana + 14 more",9 years old,501-1k Employees (India),
4626,Costa Coffee,4.2,(91 Reviews),Private,Dunstable + 15 more,51 years old,10k-50k Employees (Global)
4627,Kopran,4.1,(91 Reviews),Public,"Mumbai,Maharashtra + 11 more",64 years old,501-1k Employees (Global)
4628,Sofitel Luxury H...,4.5,(91 Reviews),Paris + 5 more,58 years old,1k-5k Employees (India),
4629,Mindcrest,2.5,(91 Reviews),Private,"Chicago,Illinois + 1 more",21 years old,201-500 Employees (India)
4630,Arch Pharmalabs,3.9,(91 Reviews),Private,Mumbai + 10 more,23 years old,201-500 Employees (India)
4631,UDS,3.9,(91 Reviews),Private,Chennai + 18 more,37 years old,201-500 Employees (Global)
4632,AYTB,4.1,(91 Reviews),Private,Al Jubail + 6 more,43 years old,51-200 Employees (India)
4633,LUX Industries,4.0,(91 Reviews),Public,Kolkata + 13 more,65 years old,1k-5k Employees (India)
4634,Saija Finance,3.7,(91 Reviews),"Patna,Bihar + 18 more",15 years old,501-1k Employees (India),
4635,Shriram Properti...,3.3,(91 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",27 years old,501-1k Employees (India)
4636,GD Goenka Univer...,3.6,(91 Reviews),Private,"Gurgaon/Gurugram,Haryana + 20 more",9 years old,201-500 Employees (Global)
4637,TITAGARH WAGONS,3.2,(91 Reviews),Public,"Kolkata,West Bengal + 5 more",24 years old,501-1k Employees (India)
4638,KGK Group,3.8,(91 Reviews),Private,Kowloon + 10 more,117 years old,201-500 Employees (India)
4639,Virinchi Technol...,3.4,(91 Reviews),Private,Edison + 2 more,31 years old,1k-5k Employees (India)
4640,Domino Printech,4.2,(91 Reviews),LLP,"Gurgaon/Gurugram,Haryana + 18 more",26 years old,201-500 Employees (India)
4641,Manba Finance,3.3,(91 Reviews),"Mumbai,Maharashtra + 8 more",26 years old,501-1k Employees (India),
4642,Arabian Bemco Co...,4.6,(91 Reviews),Jeddah + 10 more,54 years old,51-200 Employees (India),
4643,Nehru Yuva Kendr...,4.3,(91 Reviews),New Delhi + 48 more,50 years old,,
4644,Orient Paper Mil...,3.5,(91 Reviews),Kolkata + 6 more,83 years old,1k-5k Employees (India),
4645,Ministry Of Educ...,4.3,(91 Reviews),Private,Male + 13 more,51-200 Employees (India),
4646,Maschio Gaspardo,3.5,(91 Reviews),Private,"Pune,Maharashtra + 11 more",58 years old,201-500 Employees (India)
4647,CIBERsites India,3.2,(91 Reviews),Private,Troy + 2 more,48 years old,501-1k Employees (India)
4648,Trident Automobi...,4.2,(91 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",24 years old,201-500 Employees (India)
4649,Cape East,3.9,(91 Reviews),Montpellier + 7 more,129 years old,10k-50k Employees (Global),
4650,Amanta Healthcar...,4.0,(91 Reviews),Private,Ahmedabad + 6 more,24 years old,51-200 Employees (India)
4651,Maharashtra Stat...,4.1,(91 Reviews),Private,Mumbai + 22 more,74 years old,10k-50k Employees (Global)
4652,Tulip Diagnostic...,4.3,(91 Reviews),Private,Goa + 28 more,34 years old,1k-5k Employees (India)
4653,Livguard,4.3,(91 Reviews),Private,"Gurgaon,Haryana + 11 more",8 years old,501-1k Employees (India)
4654,Go Speedy Go,4.5,(91 Reviews),Private,Bhubaneswar + 4 more,5 years old,501-1k Employees (Global)
4655,Webdew,4.8,(91 Reviews),Private,"Mohali,Punjab + 5 more",6 years old,51-200 Employees (India)
4656,Smart Drive Syst...,3.6,(91 Reviews),Private,"San Diego,California",18 years old,201-500 Employees (India)
4657,Mayur Uniquoters,4.2,(91 Reviews),Public,"Jaipur,Rajasthan + 2 more",30 years old,501-1k Employees (India)
4658,Arkray Healthcar...,4.1,(91 Reviews),Private,Kyoto + 17 more,62 years old,201-500 Employees (India)
4659,Tafe Motors & Tr...,4.3,(91 Reviews),Bhopal + 18 more,1k-5k Employees (India),,
4660,Linc Pen & Plast...,3.9,(91 Reviews),Public,"Kolkata,West Bengal + 16 more",46 years old,1k-5k Employees (India)
4661,Gautam Solar,3.1,(91 Reviews),Private,New Delhi + 9 more,25 years old,51-200 Employees (India)
4662,PSA AVTEC Powert...,3.9,(91 Reviews),Hosur + 4 more,5 years old,51-200 Employees (India),
4663,Salini Impregilo,4.4,(91 Reviews),Private,Milan + 4 more,8 years old,51-200 Employees (India)
4664,Škoda Auto Volks...,4.0,(91 Reviews),Pune + 4 more,1k-5k Employees (India),,
4665,Navneet Educatio...,3.9,(91 Reviews),Public,"Mumbai,Maharashtra + 20 more",63 years old,501-1k Employees (India)
4666,Leena Powertech ...,3.6,(91 Reviews),Private,Mumbai + 7 more,27 years old,51-200 Employees (India)
4667,SDG Software,4.3,(91 Reviews),Private,"Noida,Uttar Pradesh + 1 more",29 years old,201-500 Employees (India)
4668,Paradise Food Co...,4.1,(91 Reviews),"Hyderabad/Secunderabad,Telangana + 6 more",69 years old,51-200 Employees (India),
4669,Crescendo Global,4.8,(91 Reviews),"Gurgaon/Gurugram,Haryana + 1 more",8 years old,51-200 Employees (India),
4670,Scholastic,4.1,(102 Reviews),Private,"Gurgaon/Gurugram,Haryana + 23 more",25 years old,51-200 Employees (India)
4671,TCS e-Serve Inte...,3.7,(90 Reviews),Private,Mumbai + 18 more,5k-10k Employees (India),
